variant_id	DosaCNV_score
new_1	0.0016456842
new_100	0.006106615
new_101	0.006106615
new_1010	0.002926886
new_1011	0.002926886
new_1012	0.002926886
new_1013	0.002926886
new_1014	0.002926886
new_1015	0.002926886
new_1016	0.002926886
new_1017	0.002926886
new_1018	0.002926886
new_1019	0.002926886
new_102	0.006106615
new_1020	0.002926886
new_1021	0.002926886
new_1022	0.002926886
new_1023	0.002926886
new_1024	0.002926886
new_1025	0.002926886
new_1026	0.05199957
new_103	0.006106615
new_1035	0.9999397
new_1038	0.008284748
new_1039	0.008284748
new_104	0.006106615
new_1040	0.008284748
new_1041	0.008284748
new_1042	0.008284748
new_1043	0.008284748
new_1044	0.008284748
new_1045	0.008284748
new_1046	0.008284748
new_1047	0.008284748
new_1048	0.008284748
new_1049	0.008284748
new_105	0.006106615
new_1050	0.008284748
new_1051	0.008284748
new_1052	0.9999549
new_1053	0.07631242
new_1054	0.07631242
new_1055	0.99993247
new_1056	0.88494444
new_1057	0.88494444
new_1058	0.88494444
new_1059	0.88494444
new_106	0.006106615
new_1060	0.88494444
new_1061	0.88494444
new_1062	0.88494444
new_1063	0.88494444
new_1064	0.88494444
new_1065	0.88494444
new_1066	0.88494444
new_1067	0.88494444
new_1068	0.0378747
new_1069	0.003944516
new_107	0.006106615
new_1070	0.007875621
new_1071	0.010535657
new_1072	0.010535657
new_1073	0.011649072
new_1074	0.0032153726
new_1075	0.0032153726
new_1076	0.0032153726
new_1077	0.0032153726
new_1078	0.0032153726
new_1079	0.0032153726
new_108	0.006106615
new_1080	0.0032153726
new_1081	0.011649072
new_1082	0.32665342
new_1083	0.32665342
new_1084	0.32665342
new_1085	0.3830027
new_1086	0.14432853
new_1087	0.14432853
new_1088	0.14432853
new_1089	0.14432853
new_109	0.006106615
new_1090	0.14432853
new_1091	0.14432853
new_1092	0.14432853
new_1093	0.14432853
new_1094	0.14432853
new_1095	0.09744406
new_1096	0.95241994
new_1097	0.014558911
new_1098	0.022872925
new_110	0.006106615
new_111	0.9615319
new_112	0.0039191246
new_113	0.0039191246
new_114	0.011521757
new_115	0.0076836944
new_116	0.052354574
new_117	0.999998
new_118	0.016213
new_119	0.016213
new_120	0.016213
new_121	0.24956048
new_123	0.06294024
new_124	0.06294024
new_125	0.012282789
new_126	0.012282789
new_127	0.012282789
new_128	0.012282789
new_129	0.012282789
new_130	0.012282789
new_131	0.012282789
new_132	0.012282789
new_133	0.012282789
new_134	0.012282789
new_136	0.001300931
new_138	0.93418765
new_139	0.9600412
new_14	0.9999789
new_140	0.0008671284
new_141	0.0008671284
new_142	0.0008671284
new_143	0.0008671284
new_144	0.0008671284
new_148	0.015619457
new_15	0.045357108
new_154	0.59968567
new_155	0.54197836
new_16	0.5543542
new_165	0.14970261
new_166	0.0058791637
new_167	0.0058791637
new_17	0.5543542
new_18	0.5543542
new_187	0.36790466
new_189	0.04379666
new_190	0.014549255
new_191	0.014549255
new_192	0.014549255
new_193	0.014549255
new_194	0.014549255
new_195	0.014549255
new_196	0.014549255
new_197	0.014549255
new_198	0.014549255
new_199	0.014549255
new_2	0.0016456842
new_200	0.014549255
new_201	0.014549255
new_202	0.014549255
new_203	0.014549255
new_204	0.99999994
new_205	0.04379666
new_206	0.014549255
new_207	0.04379666
new_208	0.04379666
new_209	0.04379666
new_21	0.4392053
new_211	0.0027689934
new_212	0.0027689934
new_213	0.0027689934
new_214	0.0027689934
new_215	0.0027689934
new_216	0.0027689934
new_217	0.0027689934
new_218	0.0027689934
new_219	0.0027689934
new_22	0.018406987
new_220	0.0027689934
new_221	0.0027689934
new_222	0.0027689934
new_223	0.0027689934
new_224	0.0027689934
new_225	0.0027689934
new_226	0.0027689934
new_227	0.0027689934
new_228	0.0027689934
new_229	0.0027689934
new_23	0.018406987
new_230	0.0027689934
new_231	0.0027689934
new_232	0.0027689934
new_233	0.0027689934
new_234	0.0027689934
new_235	0.0027689934
new_236	0.0027689934
new_237	0.0027689934
new_238	0.0027689934
new_239	0.0027689934
new_24	0.018406987
new_240	0.0027689934
new_241	0.0027689934
new_242	0.0027689934
new_243	0.0027689934
new_244	0.0027689934
new_245	0.0027689934
new_246	0.0027689934
new_247	0.0027689934
new_248	0.0027689934
new_249	0.0027689934
new_25	0.018406987
new_250	0.0027689934
new_251	0.0027689934
new_252	0.0027689934
new_253	0.0027689934
new_254	0.0027689934
new_255	0.0027689934
new_256	0.0027689934
new_257	0.0031641722
new_258	0.0031641722
new_26	0.018406987
new_262	0.012095094
new_263	0.012095094
new_264	0.012095094
new_265	0.0023435354
new_266	0.0023435354
new_267	0.0023435354
new_268	0.0023435354
new_269	0.0023435354
new_27	0.09317392
new_270	0.0023435354
new_271	0.0023435354
new_272	0.0023435354
new_273	0.0023435354
new_274	0.0023435354
new_275	0.0023435354
new_276	0.0023435354
new_277	0.0023435354
new_278	0.0023435354
new_279	0.0023435354
new_28	0.03424698
new_280	0.0023435354
new_281	0.0023435354
new_282	0.0023435354
new_283	0.0023435354
new_284	0.0023435354
new_285	0.0023435354
new_286	0.0023435354
new_287	0.0023435354
new_288	0.0023435354
new_289	0.0023435354
new_29	0.03424698
new_290	0.0023435354
new_291	0.0023435354
new_292	0.0023435354
new_293	0.0023435354
new_294	0.0023435354
new_295	0.0023435354
new_296	0.0023435354
new_297	0.0023435354
new_298	0.00185889
new_299	0.00185889
new_3	0.0016456842
new_30	0.03424698
new_300	0.00185889
new_301	0.00185889
new_302	0.00185889
new_303	0.00185889
new_304	0.00185889
new_305	0.00185889
new_306	0.00185889
new_308	0.0015363693
new_309	0.9999387
new_31	0.03424698
new_310	0.001080215
new_311	0.001080215
new_312	0.001080215
new_313	0.001080215
new_314	0.001080215
new_315	0.001080215
new_316	0.001080215
new_317	0.001080215
new_318	0.0019703507
new_319	0.0019703507
new_32	0.03424698
new_320	0.0019703507
new_321	0.0019703507
new_322	0.0019703507
new_323	0.0019703507
new_324	0.0019703507
new_325	0.0019703507
new_326	0.0019703507
new_327	0.0019703507
new_328	0.0019703507
new_329	0.0019703507
new_33	0.03424698
new_330	0.001080215
new_331	0.001080215
new_332	0.0019703507
new_333	0.0019703507
new_337	0.021248937
new_338	0.021248937
new_339	0.08790809
new_34	0.028617442
new_340	0.08790809
new_342	0.017126143
new_343	0.017126143
new_344	0.06243038
new_346	0.06243038
new_347	0.017126143
new_35	0.028617442
new_352	0.051868558
new_353	0.0135525465
new_354	0.0135525465
new_36	0.028617442
new_360	0.9726077
new_362	0.999924
new_364	0.17982775
new_365	0.17982775
new_366	0.17982775
new_367	0.17982775
new_368	0.17982775
new_369	0.17982775
new_37	0.028617442
new_370	0.17982775
new_371	0.17982775
new_372	0.17982775
new_373	0.17982775
new_374	0.17982775
new_375	0.17982775
new_376	0.17982775
new_377	0.17982775
new_378	0.17982775
new_379	0.17982775
new_38	0.011438072
new_380	0.17982775
new_381	0.17982775
new_382	0.17982775
new_383	0.17982775
new_384	0.17982775
new_385	0.17982775
new_386	0.17982775
new_387	0.17982775
new_388	0.17982775
new_389	0.17982775
new_39	0.011438072
new_390	0.17982775
new_391	0.17982775
new_392	0.17982775
new_393	0.17982775
new_394	0.17982775
new_395	0.17982775
new_396	0.17982775
new_397	0.17982775
new_398	0.17982775
new_399	0.17982775
new_4	0.0016456842
new_40	0.011438072
new_400	0.17982775
new_406	0.0037854314
new_407	0.0037854314
new_408	0.32260615
new_409	0.32260615
new_41	0.011438072
new_410	0.32260615
new_411	0.32260615
new_412	0.32260615
new_413	0.32260615
new_414	0.004232466
new_415	0.010633349
new_416	0.010633349
new_417	0.009087443
new_418	0.9945949
new_419	0.9900213
new_42	0.011438072
new_420	0.57630706
new_421	0.93951505
new_422	0.28977382
new_424	0.24646115
new_429	0.0042973757
new_43	0.011438072
new_430	0.0010480285
new_44	0.011438072
new_442	0.9813924
new_443	0.14646876
new_444	0.14646876
new_447	0.030341089
new_448	0.030341089
new_449	0.030341089
new_45	0.011438072
new_450	0.030341089
new_451	0.030341089
new_452	0.030341089
new_453	0.030341089
new_454	0.030341089
new_455	0.030341089
new_456	0.11953819
new_46	0.011438072
new_461	0.0022268295
new_462	0.0022268295
new_463	0.0022268295
new_464	0.0022268295
new_465	0.0022268295
new_466	0.0022268295
new_467	0.0022268295
new_468	0.10897589
new_469	0.10897589
new_47	0.011438072
new_470	0.10897589
new_471	0.10897589
new_472	0.10897589
new_473	0.10897589
new_474	0.10897589
new_475	0.10897589
new_476	0.10897589
new_477	0.10897589
new_478	0.10897589
new_479	0.10897589
new_48	0.011438072
new_480	0.10897589
new_481	0.10897589
new_482	0.10897589
new_483	0.10897589
new_484	0.10897589
new_485	0.10897589
new_486	0.10897589
new_487	0.08315134
new_488	0.022861421
new_489	0.022861421
new_49	0.011438072
new_490	0.022861421
new_491	0.022861421
new_492	0.022861421
new_493	0.022861421
new_494	0.022861421
new_495	0.014522016
new_496	0.014522016
new_497	0.0068677664
new_498	0.0068677664
new_499	0.0068677664
new_5	0.0016456842
new_50	0.011438072
new_500	0.0068677664
new_501	0.0068677664
new_502	0.0068677664
new_503	0.0068677664
new_504	0.0068677664
new_505	0.0068677664
new_506	0.0068677664
new_507	0.00860095
new_508	0.060158372
new_509	0.005469799
new_51	0.011438072
new_512	0.023746967
new_513	0.023746967
new_518	0.019268274
new_519	0.023746967
new_520	0.012050092
new_521	0.015170455
new_522	0.015170455
new_523	0.015170455
new_524	0.0106524825
new_525	0.0106524825
new_526	0.0106524825
new_527	0.015170455
new_528	0.0045666695
new_529	0.0045666695
new_530	0.0045666695
new_531	0.013396978
new_532	0.0357489
new_533	0.0357489
new_534	0.011300504
new_535	0.011300504
new_536	0.011300504
new_537	0.011300504
new_538	0.022431612
new_539	0.022431612
new_540	0.022431612
new_541	0.026261866
new_542	0.009134173
new_543	0.009134173
new_544	0.009134173
new_545	0.013016582
new_546	0.013016582
new_547	0.020555735
new_548	0.014579952
new_549	0.9995413
new_550	0.019033074
new_551	0.019033074
new_56	0.13794267
new_561	1.0
new_562	0.8121732
new_57	0.13794267
new_578	0.037149012
new_579	0.000590384
new_58	0.13794267
new_59	0.13794267
new_603	0.0076386333
new_604	0.0076386333
new_605	0.0076386333
new_606	0.034931958
new_607	0.034931958
new_608	0.03960383
new_609	0.032211244
new_610	0.032211244
new_611	0.0052366257
new_619	0.0052366257
new_620	0.0052366257
new_621	0.0022221208
new_622	0.0022221208
new_623	0.0022221208
new_624	0.0022221208
new_625	0.0022221208
new_626	0.0022221208
new_627	0.0022221208
new_628	0.0022221208
new_654	0.20422494
new_655	0.20422494
new_656	0.8863379
new_657	0.8863379
new_658	0.8863379
new_659	0.8863379
new_660	0.8863379
new_661	0.8863379
new_662	0.8863379
new_672	0.0054951906
new_673	0.051222682
new_674	0.059047163
new_675	0.049117506
new_676	0.05384791
new_677	0.0019310117
new_680	0.0010472536
new_681	0.0010472536
new_682	0.0064080954
new_683	0.018383324
new_684	0.018383324
new_685	0.018383324
new_686	0.018383324
new_687	0.018383324
new_688	0.018383324
new_693	0.059007943
new_694	0.059007943
new_695	0.059007943
new_696	0.059007943
new_697	0.059007943
new_698	0.055304885
new_699	0.119265854
new_700	0.119265854
new_701	0.119265854
new_702	0.9643873
new_703	0.936996
new_704	0.936996
new_705	0.0075017214
new_706	0.00091326237
new_707	0.9999954
new_710	0.20021403
new_711	0.20021403
new_712	0.20021403
new_713	0.00076150894
new_724	0.2649474
new_725	0.2649474
new_726	0.2649474
new_727	0.2649474
new_729	0.009067953
new_730	0.009067953
new_731	0.0013759136
new_732	0.0013759136
new_733	0.0013759136
new_734	0.0030732155
new_735	0.004097879
new_736	0.00743109
new_737	0.009067953
new_738	0.009067953
new_739	0.009067953
new_740	0.009067953
new_741	0.009067953
new_742	0.009067953
new_743	0.009067953
new_744	0.009067953
new_745	0.0016996264
new_746	0.0016996264
new_747	0.0016996264
new_748	0.00679332
new_749	0.00679332
new_750	0.006013274
new_751	0.006013274
new_752	0.006013274
new_753	0.006013274
new_754	0.006013274
new_755	0.005576372
new_756	0.0049905777
new_757	0.10245162
new_758	0.10047567
new_759	0.04782617
new_760	0.040739775
new_761	0.03367281
new_762	0.03367281
new_763	0.020105064
new_764	0.013047636
new_765	0.011508942
new_766	0.011508942
new_767	0.013481557
new_768	0.0045534372
